originreportzone,destreportzone,departtime,trippurpose,modeprimary
180,200,710,10,1
200,180,1700,80,1
180,500,1045,46,1
50,50,1345,41,7
50,50,1415,41,7
50,180,1435,80,1
100,140,1000,41,1
140,140,1105,41,1
140,300,1250,41,1
300,100,1530,80,1
260,200,900,44,1
200,200,910,10,1
200,260,1200,80,1
260,200,1400,41,1
200,260,1430,80,1
260,200,2100,10,1
200,260,2200,80,1
260,200,930,10,1
200,260,1200,80,1
260,200,1500,41,1
200,260,1600,80,1
260,200,730,10,1
200,260,1600,80,1
260,260,1830,44,1
260,260,1900,80,1
140,50,905,10,2
50,140,1705,80,3
140,50,1940,44,2
50,140,2320,80,2
140,50,905,52,2
50,140,925,80,1
140,50,1940,44,1
50,140,2320,80,1
300,140,1830,10,1
200,240,800,10,6
240,240,1700,46,6
240,200,1730,80,6
200,200,1905,51,1
200,200,1940,80,1
200,240,1000,41,1
240,240,1030,41,7
240,200,1150,80,1
200,240,1540,52,1
240,240,1555,51,1
240,200,1630,80,1
200,200,1715,52,1
200,200,1935,80,1
200,200,835,30,6
200,200,1515,80,6
200,200,1540,46,2
200,200,1800,80,2
200,240,815,30,7
240,200,1630,80,2
200,200,1715,46,2
200,200,1935,80,2
50,1,1715,44,7
1,50,2115,80,7
50,50,905,41,7
50,50,1000,80,7
300,120,1330,41,1
120,300,1530,52,1
300,300,1600,80,1
300,300,1830,41,1
300,300,1915,80,1
260,500,800,43,1
500,500,1100,41,1
500,260,1800,80,1
260,200,2000,41,1
200,260,2100,80,1
260,50,1000,20,1
50,260,2500,80,1
360,400,900,41,1
400,360,1100,80,1
360,1,800,10,1
1,360,1700,80,1
200,50,815,52,1
50,50,825,10,1
50,200,1615,80,1
200,200,2200,80,1
200,800,800,10,1
800,50,1605,51,1
50,200,1640,80,1
200,200,2200,80,2
500,500,545,10,1
500,500,1300,80,1
260,500,1600,80,1
260,500,1600,80,2
300,1,715,10,1
1,300,1600,80,1
300,50,720,52,1
50,100,815,10,1
100,300,1619,80,1
300,50,720,20,2
50,300,2045,80,4
300,300,740,30,6
300,300,1500,80,6
140,180,1340,41,1
180,140,1445,80,1
140,820,1815,46,2
820,140,2310,80,2
140,140,1140,41,8
140,140,1315,80,8
50,50,1300,43,1
50,50,1500,80,1
200,1,730,44,4
1,140,820,10,4
140,140,1200,44,7
140,140,1230,10,7
140,140,1600,41,3
140,200,1700,80,3
425,200,2200,80,3
200,1,1000,41,4
1,200,1200,80,4
200,140,1600,51,4
140,200,1710,80,4
260,425,645,10,1
425,260,1600,80,1
425,425,1545,10,1
425,425,2030,80,1
360,260,620,44,1
260,260,710,11,1
260,260,1215,41,1
260,240,1220,10,1
240,180,1630,41,1
180,360,1800,80,1
360,360,1900,41,1
360,360,1915,80,1
200,200,930,20,7
200,200,1230,80,7
200,200,1815,46,7
200,200,1915,80,7
450,260,1730,43,1
260,450,1745,80,1
450,260,845,30,18
260,450,1500,80,2
260,260,710,44,1
260,260,720,80,1
260,260,1430,41,7
260,260,1600,80,7
50,100,1205,10,3
100,50,1810,44,3
50,50,1920,80,7
450,450,1000,46,7
450,450,1100,80,7
450,450,1500,46,7
450,450,1545,80,7
450,200,1615,44,2
200,450,2200,80,2
140,140,1030,46,2
140,140,1400,80,2
140,140,1100,41,1
140,140,1140,41,1
140,140,1220,80,1
180,140,830,46,1
140,140,1015,10,1
140,140,1730,44,1
140,180,1750,80,1
260,1,730,10,1
1,200,1700,41,1
200,260,1900,80,1
120,120,815,52,1
120,120,820,80,1
120,120,1005,41,1
120,120,1050,80,1
120,120,1630,51,1
120,120,1650,80,1
120,120,815,52,14
120,120,820,80,14
500,500,1830,41,1
500,500,1930,80,1
500,500,500,10,1
500,500,1600,80,1
500,500,905,30,7
500,500,1515,80,7
500,500,815,30,7
500,500,1500,80,7
300,50,2300,80,6
50,1,830,10,6
1,50,1630,80,6
500,500,1710,46,1
500,500,1815,80,1
500,500,1710,46,2
500,500,1815,80,2
240,260,905,46,1
260,240,1130,80,1
425,425,1150,41,1
425,425,1333,80,1
180,50,640,44,4
50,1,735,10,7
1,1,1125,43,7
50,50,1245,41,7
50,50,1610,44,7
50,50,1615,43,7
50,180,1935,80,2
180,360,540,10,1
360,180,1515,80,1
180,50,1915,51,1
50,180,1935,80,1
180,140,800,30,3
140,180,1530,80,3
180,140,745,30,18
140,180,1400,80,18
500,500,1230,43,1
500,500,1315,44,1
500,500,1430,80,1
260,260,1000,46,7
260,260,1020,80,7
260,50,1915,46,1
200,260,2235,80,1
360,400,1815,46,1
400,360,2000,80,1
360,400,835,10,1
400,360,1305,80,1
360,425,1445,43,1
425,360,1540,80,1
360,400,1815,46,2
400,360,2000,80,2
360,425,735,30,18
425,360,1425,80,18
360,425,1815,46,2
425,360,2000,80,2
360,400,1815,46,2
400,360,2000,80,2
360,400,835,30,2
400,360,1530,80,18
360,425,1815,46,2
425,360,2000,80,2
50,425,730,10,1
425,140,1630,41,1
140,300,1720,80,1
50,300,2400,80,11
300,50,1830,44,11
50,300,2400,80,11
300,300,740,30,2
300,300,1500,10,7
300,300,2100,80,2
300,140,745,30,2
140,300,1645,80,2
300,300,740,30,2
300,300,1600,80,2
300,140,745,30,2
140,300,1645,80,2
500,425,2200,80,1
240,50,1800,44,1
50,240,2000,80,1
260,50,745,10,1
50,1,1345,11,1
1,140,1545,44,1
140,50,1600,10,1
50,260,1800,80,1
260,200,1815,41,2
200,260,1930,80,2
260,260,700,52,1
260,200,715,44,1
200,200,730,10,1
200,260,1530,51,1
260,260,1600,80,1
260,200,1815,41,1
200,200,1900,44,1
200,260,1930,80,1
260,260,700,52,2
260,260,800,30,6
260,260,1530,52,6
260,200,1545,46,2
200,200,1800,46,2
200,260,1945,80,2
260,260,645,52,2
260,260,800,30,6
260,260,1530,52,6
260,260,1600,80,2
260,200,1815,41,2
200,200,1900,44,2
200,260,1930,80,2
500,500,750,10,1
500,500,1645,80,1
500,500,855,30,1
500,500,1530,46,1
500,500,1745,80,1
500,500,2030,46,1
500,500,2200,80,1
400,200,700,10,1
200,400,1530,80,1
400,180,1030,41,1
180,400,1100,80,1
400,50,1000,12,1
50,200,1330,12,1
200,500,1445,12,1
500,400,1800,80,1
260,260,715,52,1
260,260,720,80,1
260,1,735,10,4
1,260,1620,80,4
260,260,1700,51,1
260,200,1720,41,1
200,260,1810,80,1
260,260,715,30,2
260,200,1720,41,2
200,260,1810,80,2
1,625,1730,46,2
625,300,2000,40,2
300,240,2030,80,2
200,240,805,10,3
240,200,1620,80,3
200,200,1915,41,1
200,200,2030,80,1
200,240,750,30,3
240,200,1505,80,3
200,200,1710,44,2
200,200,1925,80,2
200,140,1020,20,2
140,1,1500,41,7
1,200,1800,80,4
140,400,1530,80,4
140,1,1030,41,2
1,1,1100,41,7
1,180,1115,41,2
180,140,1200,80,2
140,1,1030,41,1
1,1,1100,41,7
1,180,1115,41,1
180,140,1200,80,1
100,100,1045,10,3
100,100,1435,43,7
100,100,1605,46,7
100,100,1700,41,7
100,100,1730,80,7
120,120,1100,43,1
120,120,1200,80,1
350,120,1605,41,2
120,350,1745,80,2
350,120,1605,41,1
120,350,1745,80,1
300,140,1700,46,1
140,300,1915,80,1
300,300,900,30,2
300,300,1600,80,2
50,50,1200,41,7
50,50,1245,80,7
425,360,830,10,1
360,360,1530,11,1
360,425,1645,80,1
425,140,1820,46,1
140,425,2100,80,1
50,100,840,41,1
100,50,920,80,1
50,1,1035,41,7
1,50,1135,80,7
260,200,845,43,1
200,260,1000,80,1
260,180,1545,11,1
180,260,1800,80,1
260,500,800,10,1
500,260,1800,80,1
260,240,845,44,2
240,260,1030,80,2
260,240,845,44,1
240,260,1030,80,1
200,140,1305,41,2
200,200,1810,80,2
180,1,830,10,4
1,180,1800,80,4
300,300,1055,40,1
300,300,1137,80,1
425,425,645,46,1
425,425,815,80,1
425,260,830,44,1
260,240,905,10,1
240,240,1230,44,7
240,240,1300,10,7
240,240,1755,44,7
240,240,2000,10,7
240,425,2040,41,1
425,425,2110,80,1
425,425,645,46,2
425,425,815,80,2
180,140,825,52,1
140,120,845,10,1
120,140,1630,51,1
140,180,1700,80,1
180,120,815,10,1
120,180,1730,80,1
180,140,825,30,2
140,180,1700,80,2
140,140,730,52,3
140,140,815,80,3
140,140,1445,51,3
140,140,1540,80,3
140,140,1800,41,1
140,140,2000,80,1
140,140,740,30,3
140,140,1540,80,3
180,50,710,10,1
50,50,1210,46,7
50,180,1710,80,1
180,425,620,10,1
425,180,1615,80,1
180,200,515,10,1
200,180,1530,80,1
180,140,1000,43,1
140,180,1200,80,1
180,500,1700,44,1
500,500,1900,46,1
500,180,2300,80,1
180,140,900,10,1
140,180,1800,80,1
120,100,1130,41,1
100,120,1200,80,1
120,120,1630,41,1
120,120,1645,80,1
140,1,745,10,1
1,140,1700,80,1
140,1,745,10,2
1,140,1700,80,2
560,120,615,10,1
120,560,1600,80,1
560,120,615,52,2
120,100,700,10,7
100,560,1530,80,7
500,500,700,30,21
500,500,1515,80,21
500,500,700,30,21
500,500,1515,80,21
300,300,900,51,1
300,50,910,51,1
50,200,930,10,1
200,50,1430,52,1
50,300,1500,41,1
300,300,1530,80,1
300,300,2100,80,1
300,300,830,30,3
300,300,1545,41,3
300,300,1630,80,2
300,300,830,30,5
300,300,1535,80,3
300,300,755,30,18
300,300,1520,80,18
300,300,1710,46,1
300,300,1815,44,1
300,300,1845,41,1
300,300,1850,80,1
300,300,810,10,1
300,300,1205,80,1
300,300,1245,10,1
300,300,1545,41,1
300,300,1610,80,1
300,300,1715,46,2
300,300,1815,44,2
300,300,1835,41,2
300,300,1845,80,2
300,300,740,30,18
300,300,1425,80,18
300,300,1715,46,2
300,300,1815,44,2
300,300,1835,41,2
300,300,1845,80,2
300,300,710,30,18
300,300,1420,80,18
300,300,1715,46,2
300,300,1815,44,2
300,300,1835,41,2
300,300,1845,80,2
350,140,620,10,1
450,260,600,12,1
260,450,1223,80,1
450,800,700,10,1
800,450,1600,80,1
450,450,1700,46,1
450,450,1800,80,1
560,500,645,12,1
500,200,1430,12,1
200,500,1530,12,1
500,560,1600,80,1
560,560,1625,777,1
560,560,1640,80,1
560,560,1700,43,1
560,500,1100,41,1
500,560,1215,80,1
100,560,2115,80,1
560,560,730,30,18
560,560,730,30,18
100,100,830,44,1
100,100,845,10,1
100,100,1315,43,1
100,100,1330,10,1
100,100,1640,80,1
450,500,930,43,1
500,500,1130,41,2
500,450,1220,80,2
450,500,930,43,2
500,500,1130,41,2
500,450,1220,80,2
50,1,750,10,7
1,1,930,11,7
1,1,1200,10,7
1,50,1630,80,7
50,425,800,10,1
425,50,1730,80,1
200,200,800,10,1
200,200,1700,80,1
500,1,730,10,4
1,500,1700,80,4
500,500,810,52,1
500,500,820,80,1
500,500,1440,51,1
500,500,1450,80,1
500,500,810,30,2
500,500,1450,80,2
200,200,830,52,1
200,200,845,80,1
200,200,1600,41,1
200,200,1630,51,1
200,200,1640,80,1
450,425,1400,41,1
425,450,1445,41,1
450,450,1510,80,1
450,425,1400,41,2
425,450,1445,41,2
450,450,1510,80,2
400,180,1700,41,1
180,400,1800,80,1
400,50,2100,46,1
50,400,2330,80,1
400,260,720,10,1
260,400,1630,80,1
500,500,700,52,1
500,500,710,10,1
500,300,730,12,1
300,240,930,12,1
240,50,1105,12,1
50,180,1235,12,1
180,50,1350,12,1
50,260,1515,12,1
260,500,1700,10,1
500,500,1735,41,1
500,500,1750,51,1
500,500,1810,80,1
500,500,700,30,2
500,500,1810,80,2
500,500,700,30,2
500,500,1810,80,2
300,300,905,10,1
300,300,1709,80,1
1,50,1230,10,7
50,1,1430,80,7
1,50,1640,41,7
50,1,1800,80,7
1,260,930,46,1
260,1,1200,80,1
50,1,1400,41,3
1,50,1800,80,3
200,100,1030,41,6
100,100,1105,10,6
100,200,1715,80,6
200,240,1900,41,1
240,200,1930,80,1
50,50,745,20,3
50,50,1300,80,7
500,500,650,10,1
500,500,1200,44,1
500,500,1225,80,1
500,500,700,52,1
500,200,720,11,1
200,500,1700,80,1
500,500,900,30,18
500,500,1600,80,18
140,200,800,10,1
200,140,1900,80,1
140,200,800,10,1
200,140,1700,80,1
140,50,1300,20,1
50,140,1600,80,1
140,50,1100,20,3
50,140,1600,80,3
200,240,815,10,6
240,200,1600,80,6
200,240,815,10,6
240,200,1600,80,6
140,140,825,52,1
140,140,830,80,1
140,140,1745,52,1
140,140,1800,80,1
140,140,1900,51,1
140,140,1915,80,1
140,100,730,30,16
100,140,1530,80,16
140,140,1745,46,2
140,140,1915,80,2
140,140,825,30,2
140,140,1500,80,7
200,240,1000,43,1
240,260,1115,46,1
260,260,1230,40,1
260,260,1245,40,1
260,260,1315,46,1
260,200,1445,41,1
200,200,1530,41,1
200,200,1545,41,1
200,200,1615,80,1
50,120,750,10,4
120,240,1750,43,11
240,50,1915,80,3
240,240,800,46,2
240,240,900,80,2
240,240,2230,80,7
50,240,1445,80,3
240,240,915,80,7
240,240,830,46,1
240,240,900,80,1
300,120,1700,41,1
120,300,1735,80,1
300,300,900,30,18
300,300,1600,80,18
300,300,1630,46,7
300,300,1715,80,7
300,300,900,30,18
300,300,1600,80,18
300,300,1610,46,7
300,300,1645,80,7
50,1,2230,80,1
50,1,2230,80,2
240,200,1030,51,1
200,560,1045,41,1
560,50,1130,10,2
50,560,1700,41,2
560,240,1750,80,1
240,50,810,10,4
50,240,1600,80,4
1,50,1045,43,1
50,140,1205,41,1
140,1,1315,80,1
1,1,1600,43,7
1,1,1715,80,7
100,1,2230,80,2
1,1,700,10,7
1,1,1200,11,7
1,1,1300,10,7
1,50,1345,43,7
50,1,1410,10,7
1,1,1610,43,7
1,1,1715,80,7
100,1,2230,80,1
50,100,1300,41,1
100,50,1400,80,1
50,50,1125,41,7
50,50,1130,10,7
50,50,2000,41,7
50,50,2030,80,7
100,100,1200,43,1
100,500,1230,41,1
500,100,1500,80,1
100,400,830,10,1
400,100,1730,80,1
300,300,1630,51,1
300,300,1700,44,1
300,300,1900,52,1
300,300,2000,80,1
1,50,1300,41,7
50,1,1400,80,7
200,200,1730,40,1
200,200,1740,41,1
200,200,1815,80,1
200,200,1300,41,1
200,200,1340,80,1
200,260,1000,41,1
260,200,1115,80,1
140,50,1630,44,7
50,140,1800,80,7
140,140,1700,41,7
140,140,1730,80,7
560,500,915,41,1
500,560,1000,80,1
425,425,1300,46,7
425,425,1545,80,7
425,425,900,41,1
425,425,1045,41,1
425,425,1115,80,1
425,450,600,10,1
450,425,1630,80,1
500,200,750,12,1
200,500,1630,80,1
500,500,1815,51,1
500,260,1825,44,1
260,500,2020,41,1
500,500,2035,52,1
500,500,2045,80,1
50,50,1330,41,7
50,50,1350,80,7
50,240,1850,46,2
240,50,2110,80,2
50,50,1745,41,7
50,50,1830,80,7
300,300,1630,46,1
300,300,1715,46,1
300,300,1720,80,1
300,500,630,10,1
500,300,1710,80,1
560,560,1530,80,2
560,560,1530,80,1
500,180,810,11,1
180,500,1740,80,1
400,425,1405,44,1
425,425,1430,41,1
425,425,1610,40,1
425,425,1615,44,1
425,400,1630,80,1
500,260,830,10,1
260,500,1700,80,1
500,500,800,10,1
500,500,1700,80,1
200,140,700,10,1
140,200,1600,80,1
500,500,1405,41,1
500,500,1420,41,1
500,500,1500,41,1
500,500,1530,80,1
500,500,1805,10,1
500,500,2350,80,1
1,50,1215,46,7
50,1,1230,80,7
1,50,1500,43,7
50,1,1600,80,7
1,50,800,10,7
50,1,1800,80,7
140,50,1145,20,14
50,140,1200,80,14
140,50,1800,44,1
50,140,1840,41,1
140,140,1900,80,1
140,1,830,10,1
1,50,1730,52,1
50,140,1740,80,1
140,50,1800,44,2
50,140,1840,41,2
140,140,1900,80,2
400,400,910,52,1
400,400,935,80,1
400,180,1300,52,1
180,400,1330,80,1
400,400,1525,51,1
400,400,1545,80,1
400,400,1900,46,1
400,400,2015,80,1
400,200,1300,20,3
200,400,1800,80,3
400,400,910,30,2
400,400,1545,80,2
400,400,910,52,2
400,400,935,80,2
400,400,1525,51,2
400,400,1545,80,2
180,180,1200,41,2
180,180,1500,41,2
180,180,1530,80,2
180,180,1200,41,1
180,180,1500,41,1
180,180,1530,80,1
300,300,830,80,1
300,300,1350,52,1
300,300,1410,80,1
300,300,1350,10,2
300,300,2205,80,2
50,50,745,46,7
50,50,830,80,7
50,600,845,10,6
600,50,1700,80,6
50,1,1730,44,7
1,50,1835,41,7
50,50,1925,80,7
50,50,2015,46,6
50,50,2145,80,6
50,100,800,10,6
100,50,1615,80,6
50,50,1715,43,6
1,50,2100,80,6
120,560,930,46,1
560,500,1420,44,1
500,120,1540,80,1
50,50,1645,10,3
50,50,2105,80,3
450,425,2230,43,1
425,450,2330,80,1
450,425,845,46,1
425,450,2230,80,1
560,560,1215,46,1
560,560,1500,80,1
560,560,1630,46,1
560,560,1730,80,1
560,560,1630,46,2
560,560,1730,80,2
120,120,1200,46,7
120,120,1205,80,7
120,120,700,30,5
120,120,1500,80,5
1,100,1205,10,1
100,50,1800,41,7
260,260,1845,41,1
260,260,1855,41,1
260,260,1925,80,1
50,140,1120,41,1
50,50,1320,80,1
400,180,900,11,1
180,180,1030,10,1
180,400,1330,80,1
400,180,1900,44,1
180,400,1930,80,1
180,1,720,10,4
1,180,1615,80,4
180,300,625,10,1
300,180,1635,80,1
500,200,725,10,3
200,500,1700,80,3
500,500,715,52,1
500,260,745,10,1
260,500,1525,80,1
500,500,725,30,18
500,500,1425,80,18
500,500,725,30,18
500,500,1425,80,18
200,240,1500,41,1
240,240,1515,10,1
240,200,2015,80,1
100,140,700,10,6
140,100,1600,80,6
100,100,1800,41,6
100,140,1815,10,6
140,100,2230,80,6
100,1,1405,10,7
1,100,1830,80,7
300,625,715,11,1
625,820,1130,11,1
820,120,1330,10,1
120,300,1800,80,1
300,1,700,10,1
1,300,1930,80,1
300,180,400,10,1
180,300,1150,80,1
50,140,1100,41,3
140,50,1400,80,3
350,300,1600,46,1
300,350,1745,80,1
350,300,800,30,18
300,350,1555,80,18
350,300,1600,46,2
300,350,1745,80,2
180,200,1115,41,1
200,180,1220,80,1
180,200,1810,46,1
200,180,1945,80,1
180,200,1115,41,2
200,140,1700,46,1
140,180,1940,80,1
180,180,730,10,6
180,180,1740,80,6
360,180,945,46,1
180,360,1230,80,1
360,140,800,41,1
140,360,1230,80,1
360,50,1930,10,1
400,50,630,20,4
50,400,1630,80,4
50,100,700,80,1
100,120,800,40,1
120,100,820,80,1
100,100,1900,41,1
100,100,1920,80,1
200,200,1000,41,1
200,200,1400,41,1
200,200,1430,80,1
100,180,1305,46,1
180,100,1515,52,1
100,200,1545,80,1
500,500,700,10,1
500,500,1500,80,1
425,425,740,52,1
425,425,755,80,1
425,425,1015,46,7
425,425,1050,80,7
425,425,1100,12,1
425,425,1630,51,1
425,425,1650,80,1
425,425,740,30,2
425,425,1650,80,2
260,260,1630,80,1
260,260,1800,46,6
260,260,1830,80,6
260,200,1500,43,1
200,260,1600,80,1
400,240,700,10,3
240,400,1600,80,3
400,200,1300,20,3
200,400,1700,80,5
100,50,1000,43,1
50,100,1040,80,1
500,200,415,10,1
200,500,845,11,1
500,500,1700,80,1
500,500,845,10,1
500,500,1700,80,1
100,180,725,43,1
425,425,900,41,1
425,1,910,41,1
1,100,1000,80,7
240,1,1155,11,6
1,240,1524,80,6
240,240,925,30,6
240,240,1643,80,6
240,240,940,20,6
240,240,1618,80,6
100,100,1200,777,1
100,100,1230,10,1
100,100,1300,80,1
500,100,2300,80,2
240,240,1130,10,7
240,240,1300,80,7
240,240,1400,10,7
240,240,1630,80,7
240,1,1730,41,4
1,240,1800,80,4
240,240,1000,888,7
240,240,1230,80,7
240,240,1300,888,7
240,200,1415,41,1
200,200,1540,44,1
200,240,1550,888,1
240,240,1700,80,7
240,240,1915,46,6
240,240,1945,80,6
300,300,720,44,1
300,600,730,10,1
600,300,1700,46,1
300,300,1830,80,1
300,300,1000,41,1
300,300,1100,80,1
140,300,1940,80,2
300,300,1000,41,7
300,300,1015,80,7
50,50,800,20,7
50,50,1010,80,7
50,50,1100,20,7
50,50,1245,80,7
50,50,1300,46,6
50,50,1430,80,6
50,140,1500,41,1
140,140,1530,41,1
140,140,1540,41,1
140,50,1620,80,1
50,1,930,888,7
50,50,1115,80,7
50,50,1300,46,6
50,50,1430,80,6
50,140,1500,41,2
140,140,1530,41,2
140,140,1540,41,2
140,50,1620,80,2
100,50,1045,51,1
50,140,1100,43,1
140,100,1700,80,1
425,425,1205,46,7
425,425,1300,80,7
425,500,700,10,1
500,425,1600,80,1
300,120,630,10,3
120,300,1520,80,3
300,140,515,10,1
140,300,1530,80,1
300,300,1700,41,1
300,300,1855,80,1
1,240,910,10,4
240,1,1740,80,4
50,50,1400,20,7
50,50,1550,80,7
300,300,800,52,7
300,50,930,11,1
50,300,1500,80,1
300,300,1700,51,1
300,300,1705,80,1
200,200,800,46,7
200,240,830,52,1
240,200,845,80,1
200,240,1630,51,7
240,200,1658,80,7
200,240,745,10,1
240,200,2005,80,1
50,50,1500,44,7
50,50,1515,80,7
560,560,850,52,1
560,560,905,41,1
560,560,920,41,1
560,560,930,80,1
560,560,1145,51,1
560,560,1200,80,1
560,560,1430,52,1
560,500,1445,41,1
500,560,1550,80,1
560,560,1800,51,1
560,560,2150,80,1
560,560,2150,80,2
560,560,850,11,2
560,560,1200,80,2
560,560,1430,10,2
560,560,2150,80,2
560,560,1430,52,2
560,500,1445,41,2
500,560,1550,80,2
560,560,2150,80,2
50,425,825,10,1
425,50,1725,80,1
425,50,645,20,3
50,425,2005,80,3
425,425,805,10,2
425,425,1730,80,2
100,120,730,10,7
120,100,1600,80,7
300,50,705,10,1
50,300,1530,80,1
260,500,1040,43,1
500,260,1115,80,1
260,450,1100,41,1
450,260,1200,41,1
260,260,1235,80,1
425,260,2000,80,1
350,350,1600,46,1
350,350,1645,80,1
350,120,820,30,18
120,350,1515,80,18
200,240,1130,80,1
50,1,1630,41,7
1,50,1730,80,4
500,500,1000,44,2
500,500,1020,43,2
500,500,1100,80,2
500,500,1430,41,2
500,500,1500,80,2
500,500,1000,44,1
500,500,1020,52,1
500,500,1100,80,1
500,500,1430,41,1
500,500,1500,80,1
1,100,845,10,1
100,625,1145,11,1
625,100,1235,10,1
100,1,1640,80,1
50,50,1810,46,3
50,50,2230,80,2
300,120,1500,41,1
120,300,1700,80,1
300,260,620,10,1
260,300,1530,80,1
300,1,1200,46,2
1,300,1412,80,2
300,1,1200,46,1
1,300,1412,80,1
50,1,615,10,3
1,50,1540,80,4
560,560,820,40,1
560,560,840,80,1
560,560,1410,41,1
560,560,1425,80,1
240,240,1015,10,11
240,240,1300,44,7
240,240,1320,10,7
240,240,1620,80,2
240,240,1810,41,7
240,240,1835,80,7
240,200,810,52,1
200,600,825,10,1
600,240,1610,51,1
240,240,1620,80,1
240,50,1715,52,1
50,240,1920,80,1
240,200,810,30,2
200,240,1535,80,2
240,50,1715,46,2
50,240,1915,80,2
50,140,1200,43,3
140,50,1345,41,3
50,50,1430,80,7
260,260,1000,46,7
260,260,1100,80,7
260,260,800,12,1
260,260,840,12,1
260,260,850,80,7
260,200,900,11,1
200,180,1100,12,1
180,260,1600,80,1
840,240,1105,46,1
240,50,1500,80,1
425,425,930,41,1
450,425,1545,80,1
425,425,1320,41,1
425,425,1425,80,1
1,1,1015,43,7
1,1,1145,80,7
1,50,1430,43,6
50,50,1450,41,6
50,50,1510,41,6
50,1,1545,80,6
50,1,1720,80,7
560,560,1100,777,1
560,560,1130,80,1
560,500,1230,52,1
500,560,1300,80,1
560,560,1730,80,1
560,560,1100,777,2
560,560,1130,80,2
560,560,1730,80,2
560,140,1230,10,3
560,560,1730,80,2
200,200,1525,41,1
200,200,1710,80,1
200,200,1525,41,2
200,200,1710,80,2
300,140,900,10,1
140,140,1715,46,1
140,140,1830,10,1
140,300,1845,41,1
300,300,1910,80,1
300,300,1405,80,1
300,300,1405,80,2
500,260,725,44,1
260,240,745,10,1
240,260,1630,51,1
260,500,1720,80,1
500,260,2250,52,1
260,500,2300,80,1
300,100,1100,10,1
100,300,1900,80,1
300,300,2030,46,1
300,300,2215,46,1
300,300,2415,80,1
300,300,830,10,1
300,300,2100,80,1
100,200,700,10,1
200,100,1600,80,1
100,100,1700,46,1
100,100,1745,80,1
140,140,830,52,3
140,140,1530,80,3
140,140,830,30,3
140,140,1530,80,3
100,50,1240,43,1
50,300,1300,43,1
300,100,1415,41,1
100,100,1500,777,1
100,100,1520,80,1
100,100,1850,44,7
100,100,2130,80,7
100,50,730,10,7
50,300,1240,43,2
300,100,1415,41,2
100,100,1515,80,2
100,100,1850,44,7
100,100,2130,80,7
300,300,2130,80,1
300,300,1300,43,1
300,300,1400,80,1
200,180,825,10,1
180,200,1640,80,1
200,425,715,52,1
425,500,825,10,1
500,425,1425,51,1
425,180,1540,43,1
180,200,1635,80,1
50,50,730,10,6
50,50,1730,80,6
400,200,920,41,1
200,200,1005,41,1
200,400,1150,80,1
400,200,920,41,1
200,200,1005,41,2
200,400,1150,80,2
400,50,1115,20,3
50,400,1650,80,3
200,200,1120,41,1
200,240,1300,43,1
240,240,1430,41,1
240,200,1600,41,1
200,200,1730,51,1
200,200,2045,80,1
180,300,1230,10,1
300,180,1530,80,1
180,140,1800,51,1
140,180,1828,80,1
180,180,855,52,7
180,180,905,80,7
180,140,745,30,5
140,180,1505,80,5
180,180,855,30,7
180,180,1230,80,7
240,425,830,52,1
425,425,850,52,1
425,240,900,80,1
240,425,1645,51,1
425,240,1700,80,1
240,1,845,10,1
1,240,1730,80,1
240,425,830,30,2
425,425,1550,46,7
425,240,1700,80,2
240,425,830,52,2
425,425,850,30,2
425,425,1600,46,18
425,240,1700,80,2
425,200,1300,43,1
200,425,1520,80,1
180,180,1010,46,1
180,180,1030,80,1
180,240,1200,41,1
240,180,1305,80,1
180,180,1920,46,1
180,140,2030,41,1
140,180,2100,80,1
300,300,1250,10,1
300,300,2054,80,1
300,300,815,30,3
300,300,1500,80,3
300,300,1625,10,2
300,300,2000,80,2
300,300,1450,10,6
300,300,2300,80,6
500,500,715,10,7
500,500,1230,44,7
500,500,1315,10,7
500,500,1930,80,7
50,50,800,10,7
50,50,1500,80,7
50,50,1530,51,1
50,240,1550,52,1
240,50,1730,80,1
50,50,845,52,7
50,50,900,80,7
50,140,930,41,1
140,50,1000,80,1
50,140,1500,41,1
140,50,1530,80,1
50,140,1830,44,1
140,50,1930,80,1
50,50,845,30,7
50,240,1550,46,2
240,50,1730,80,2
50,50,845,30,7
50,240,1550,46,2
240,50,1730,80,2
425,425,820,52,7
425,425,830,80,7
425,425,1100,43,1
425,425,1200,41,1
425,425,1215,80,1
425,425,1500,41,1
425,425,1520,41,1
425,425,1540,52,1
425,425,1545,44,1
425,425,1700,80,1
425,425,1930,51,1
425,425,1945,80,1
425,425,1440,51,7
425,425,1450,80,7
425,425,1500,41,2
425,425,1520,41,2
425,425,1545,44,2
425,425,1700,80,2
425,425,820,30,7
425,425,1450,80,7
425,425,1500,41,2
425,425,1520,41,2
425,425,1545,44,2
425,425,1700,80,2
240,50,700,20,3
50,240,1600,80,3
240,1,545,10,1
1,240,1430,80,1
240,240,1600,41,1
240,240,1615,80,1
240,240,815,52,7
240,140,830,10,4
140,240,1415,80,4
240,240,1450,51,7
240,240,1510,80,7
240,240,815,30,6
240,240,1510,80,6
300,300,805,52,1
300,300,815,41,1
300,300,840,80,1
300,300,1445,51,1
300,300,1500,41,1
300,300,1545,41,1
300,300,1600,80,1
300,300,805,30,2
300,300,1500,41,2
300,300,1545,41,2
300,300,1600,80,2
360,1,800,10,1
1,360,1100,80,1
