originreportzone,destreportzone,departtime,trippurpose,modeprimary
50,425,1630,41,1
425,450,1700,80,1
450,425,930,52,1
425,450,945,80,1
450,425,1530,51,1
425,50,2015,51,1
50,450,2045,80,1
450,50,930,20,4
50,450,1430,80,4
500,140,800,10,1
140,140,1300,44,1
140,500,1700,80,1
500,500,1820,46,1
500,500,1930,80,1
500,500,740,52,7
500,500,750,80,7
500,500,1415,51,7
500,500,1430,80,7
500,500,1820,46,2
500,500,1930,80,2
500,500,740,30,7
500,500,1430,80,7
500,500,1820,46,2
500,500,1930,80,2
300,100,745,10,1
100,300,1600,80,1
300,200,1800,44,1
200,300,2220,80,1
200,260,1155,80,7
260,260,1030,80,1
120,500,820,43,1
500,100,1020,41,1
100,140,1100,51,1
140,120,1140,80,1
120,100,1530,41,1
100,120,1615,80,1
120,120,700,12,7
120,50,800,12,2
50,50,1130,12,2
50,50,1300,12,2
50,50,1530,12,2
50,50,1700,12,2
50,120,1745,12,2
120,120,1815,80,7
400,200,735,52,1
200,500,800,44,1
500,500,830,10,1
500,500,1200,44,7
500,500,1210,10,7
500,200,1640,51,1
200,400,1700,80,1
400,180,1630,51,1
180,400,1715,80,1
200,180,1000,41,1
180,50,1200,12,1
50,200,1300,80,1
200,240,830,30,7
240,200,1530,80,7
200,240,815,30,6
240,200,1530,80,6
200,200,1330,43,2
200,260,1430,46,2
260,200,1750,80,2
200,200,1330,52,1
200,260,1430,46,1
260,200,1750,80,1
700,650,1345,51,1
650,700,1400,80,1
700,700,1615,41,1
700,700,1700,80,1
700,650,2045,41,1
650,650,2145,51,1
650,700,2150,80,1
700,700,630,41,1
700,500,645,12,1
500,700,1600,80,1
700,650,1810,52,1
650,700,1855,80,1
700,650,815,30,18
650,700,1400,80,2
700,650,1810,30,2
650,700,2145,80,2
360,50,830,10,1
50,425,1830,41,1
425,360,1855,80,1
200,50,750,10,3
50,200,1700,80,3
200,200,1800,41,1
200,200,1900,80,1
200,500,800,10,1
500,50,1700,51,1
50,200,1730,80,1
200,200,2000,41,1
200,200,2100,80,1
425,450,1600,80,1
425,450,1600,80,2
500,500,645,12,1
500,500,1630,80,1
500,200,1250,10,1
200,500,2230,80,1
300,300,1300,40,1
300,300,1805,80,1
240,240,1700,41,3
240,240,2000,80,3
240,240,830,30,7
240,240,1530,10,7
240,240,1900,80,7
500,500,1700,46,7
500,500,1900,80,7
500,500,1700,46,7
500,500,1900,80,7
260,1,645,52,1
240,240,1505,44,1
240,200,1515,41,1
200,1,1535,51,1
1,260,1600,80,1
260,240,1910,41,1
240,260,1950,80,1
260,1,645,10,1
1,260,1600,80,2
300,300,1020,43,1
300,300,1415,41,1
300,300,1515,80,1
140,1,815,10,6
1,1,1310,44,7
1,1,1415,10,7
1,140,1645,80,6
140,140,900,52,1
140,240,905,10,1
240,140,1630,80,1
140,140,900,30,2
140,140,1530,80,6
140,140,835,30,18
140,140,1540,80,7
140,140,835,30,18
140,140,1540,80,7
200,240,1530,41,1
240,260,1700,41,1
260,200,1800,80,1
200,500,830,10,1
500,240,1730,41,1
240,200,1745,80,1
200,50,1900,44,11
1,200,2500,80,11
200,200,1200,40,7
200,200,1210,80,7
1,240,1245,46,3
240,50,1630,46,3
300,1,730,10,1
1,1,815,11,7
1,1,935,11,7
1,1,1110,10,7
1,1,1155,44,7
1,1,1300,10,7
1,1,1405,11,7
1,1,1510,41,7
1,1,1530,10,7
1,1,1610,44,7
1,120,1730,41,1
120,300,1845,41,1
300,300,1905,80,1
300,50,810,10,1
50,180,1320,41,1
180,100,1525,41,1
100,300,1700,80,1
180,180,900,46,1
180,180,1115,41,1
180,140,1205,41,1
140,180,1330,80,1
120,300,750,10,2
300,120,1700,80,2
240,140,1235,43,2
140,240,1415,44,2
240,240,1445,80,2
300,300,830,41,1
300,300,1115,40,1
300,300,1135,41,1
300,300,1150,80,1
300,300,1215,44,1
300,300,1240,80,1
700,600,800,10,8
600,700,1500,80,8
300,300,1100,41,1
300,300,1300,41,1
300,300,1500,80,1
300,300,900,10,1
300,300,1530,80,1
100,100,845,43,7
100,100,935,80,7
100,300,1400,41,1
300,120,1445,40,1
120,120,1450,41,1
120,100,1515,80,1
100,50,1640,44,1
50,100,1905,80,1
100,300,1400,41,2
300,120,1445,40,2
120,120,1450,41,2
120,100,1515,80,2
100,50,1640,44,2
50,100,1905,80,2
260,260,820,10,7
260,260,1630,80,7
50,200,900,43,1
240,50,1145,80,1
50,200,900,43,2
240,50,1145,80,2
260,240,1800,44,1
240,260,2030,80,1
840,845,730,10,1
845,840,1630,51,1
840,840,1655,80,1
840,840,700,30,18
840,840,1655,80,2
650,625,1300,80,1
625,650,1445,41,6
650,625,1530,80,6
625,625,645,10,1
625,625,1700,80,1
300,1,720,10,1
1,300,1524,80,1
140,1,715,10,6
1,140,1600,80,6
140,140,745,52,1
140,140,800,52,1
140,140,1645,51,1
140,140,1700,80,1
140,140,750,30,2
140,140,1645,80,2
140,140,750,30,2
140,140,1700,80,2
140,240,845,44,1
240,140,1030,80,1
1,120,845,10,3
120,1,1715,41,4
1,1,1815,80,7
1,140,2100,44,11
140,1,2330,80,11
100,100,1100,41,7
100,650,1500,43,7
650,100,1600,80,3
260,240,845,46,1
240,260,1045,80,1
260,260,1115,43,1
260,260,1230,80,1
180,140,1730,41,2
140,140,1830,41,2
140,140,1900,41,2
140,180,2000,80,2
180,300,1145,12,1
300,180,1400,80,1
180,140,1730,41,1
140,140,1900,41,1
140,180,2000,80,1
240,200,1445,52,1
200,240,1500,80,1
240,200,2115,51,1
200,240,2130,80,1
240,200,830,10,1
200,450,2100,51,1
450,240,2130,80,1
240,240,900,30,7
240,240,1200,80,7
240,200,1455,10,2
200,240,2130,80,2
240,240,830,30,7
240,240,1445,80,7
240,450,2000,46,2
450,240,2215,80,2
240,50,900,10,1
50,50,1130,46,1
50,50,1315,10,1
50,240,1500,80,1
840,845,1220,40,1
845,845,1255,41,1
845,845,1300,43,1
845,840,1455,80,1
700,700,700,52,7
700,700,715,80,7
700,700,1630,51,7
700,700,1645,80,7
700,700,700,52,7
700,700,715,80,7
700,800,730,10,1
800,700,1700,80,1
700,700,700,30,7
700,700,1645,80,7
700,700,700,30,7
700,700,1645,80,7
100,100,745,41,1
100,100,800,80,11
100,100,1500,41,11
100,100,1520,80,1
50,600,715,52,1
600,50,735,80,1
50,50,1215,41,7
50,50,1310,80,7
50,200,1430,41,1
200,50,1600,80,1
50,1,1845,46,7
1,50,1935,80,7
50,600,715,10,2
600,600,1700,44,2
600,50,1915,80,2
750,625,715,10,1
625,750,1519,80,1
750,700,530,10,1
700,750,1500,80,1
300,260,740,10,1
260,300,1650,80,1
300,300,730,10,1
300,300,1400,80,1
300,300,1430,10,1
300,300,2000,80,1
700,700,800,46,1
700,700,855,80,1
700,800,925,46,1
800,700,1105,80,1
260,260,930,46,1
260,260,1100,80,1
260,500,1400,41,2
500,260,1500,80,2
260,50,1815,44,2
50,260,1840,80,2
260,500,1400,41,1
500,260,1500,80,1
260,50,1815,44,1
50,260,1840,80,1
500,500,900,41,1
500,500,930,80,1
500,500,1015,11,1
500,200,1115,11,1
200,500,1400,80,1
840,820,815,10,1
820,845,1430,43,1
845,840,1515,80,1
840,50,600,12,1
50,840,1545,80,1
840,820,1715,41,13
820,840,1745,80,13
800,800,1300,41,1
800,750,1400,41,1
750,800,1445,80,1
350,700,1130,46,1
700,350,1830,80,1
820,820,1400,43,1
820,820,1420,41,7
820,820,1440,80,1
800,800,1300,10,7
800,800,1700,80,7
400,260,800,10,1
260,400,1750,80,1
300,300,1300,43,1
300,300,1400,80,1
300,300,1500,41,7
300,300,1600,80,7
140,200,1115,41,2
200,140,1150,44,2
140,140,1230,80,2
140,200,1115,41,1
200,140,1150,44,1
140,140,1230,80,1
1,240,835,10,4
240,240,1120,44,7
240,240,1245,10,7
240,1,1800,41,4
1,1,1845,80,7
50,1,2430,80,2
240,240,1000,11,6
240,240,1215,41,6
240,240,1225,41,6
240,240,1250,80,6
240,50,815,10,1
50,240,1230,80,1
500,200,830,10,1
200,260,1200,41,1
260,200,1245,10,1
200,500,1600,80,1
300,140,1100,51,1
140,140,1130,52,1
140,300,1150,80,1
300,300,1400,41,1
300,300,1410,80,1
300,140,720,44,1
140,50,730,10,1
50,300,1600,40,1
300,300,1610,80,1
300,260,630,10,1
260,300,1430,80,1
180,425,1030,43,1
425,200,1130,52,1
200,200,1215,44,1
200,200,1300,40,1
200,240,1345,40,1
240,100,1410,52,1
100,140,1500,40,1
140,180,1540,80,1
180,425,1030,52,2
425,200,1130,43,2
200,200,1215,44,2
200,200,1300,40,2
200,240,1345,40,2
240,100,1410,43,2
100,140,1500,40,2
140,180,1540,80,2
820,240,620,10,1
240,820,1500,80,1
820,600,1100,10,1
600,820,2500,80,1
50,100,945,10,1
240,50,2050,80,1
200,200,1405,41,7
200,200,1415,80,7
500,240,530,10,1
240,50,1530,51,1
50,500,1605,52,1
500,500,1700,80,1
500,500,800,52,1
500,500,810,80,1
500,500,1915,44,1
500,500,1940,80,1
500,500,2115,51,1
500,500,2130,80,1
500,50,1200,20,3
50,500,1600,80,3
500,500,2100,46,1
500,500,2400,80,1
500,50,800,20,3
50,500,2130,80,2
120,100,540,46,1
100,120,1030,80,1
120,100,1130,41,1
100,120,1300,80,1
50,100,1300,41,1
100,120,1330,46,1
120,120,1430,46,1
120,50,1445,80,1
425,425,1100,41,1
425,425,1130,41,1
100,425,1500,80,1
425,425,1630,41,1
425,425,1645,80,1
425,425,1230,44,1
425,425,1245,80,1
425,50,650,10,1
50,425,1630,80,1
300,300,830,41,1
300,300,915,41,1
300,120,950,41,1
120,300,1030,41,1
300,300,1115,44,1
300,120,1200,41,1
120,300,1215,80,1
300,300,830,41,2
300,300,950,41,2
300,120,1200,41,2
120,300,1215,80,2
140,140,1300,41,1
140,140,1400,41,1
140,140,1500,80,1
500,260,930,10,1
260,500,1145,80,1
500,500,1300,41,1
500,500,1330,80,1
500,500,1900,41,7
500,500,1945,80,7
500,500,2145,80,1
500,50,645,20,3
50,500,1630,80,3
500,500,1830,46,2
500,500,2230,80,2
500,500,830,30,18
500,500,1545,80,18
300,300,1900,41,1
300,300,1925,80,1
300,300,715,44,1
300,300,725,10,1
300,300,1700,80,1
300,300,720,30,18
300,300,1430,80,18
300,300,1900,41,2
300,300,1925,80,2
300,300,720,30,18
300,300,1430,80,18
200,140,740,11,1
140,200,945,80,1
200,200,1850,43,1
200,200,1955,80,1
200,200,1850,43,2
200,200,1955,80,2
350,350,1430,46,1
350,350,1735,80,1
350,120,1100,41,1
120,300,1215,41,1
300,350,1255,80,1
350,300,1750,43,1
300,300,1915,41,1
300,350,1925,80,1
560,500,1200,41,1
500,500,1230,41,1
500,560,1400,80,1
500,500,1115,80,1
200,180,1230,46,1
180,200,1700,44,1
200,200,1745,80,1
200,200,800,46,1
200,200,1100,80,1
200,180,1230,46,2
180,200,1700,44,2
200,200,1745,80,2
50,140,805,41,1
140,180,845,41,1
180,140,930,41,1
140,140,945,41,1
140,50,1000,80,1
50,180,1030,46,1
180,50,1230,80,1
260,50,1415,80,1
100,100,1630,80,1
100,140,1830,44,1
140,100,2200,80,1
300,300,1030,46,1
300,300,1130,80,1
300,300,1030,46,2
300,300,1130,80,2
700,625,900,10,1
625,700,1600,80,1
700,625,1830,10,3
625,700,2045,80,3
700,700,2130,80,1
50,1,1245,43,7
1,50,1345,43,7
50,50,1515,44,7
50,50,1630,80,7
240,425,700,52,1
425,240,750,80,1
240,240,940,10,1
240,425,1535,51,1
425,240,1705,80,1
240,425,700,10,2
425,240,1705,80,2
800,800,1310,43,1
800,800,1355,41,1
800,800,1425,41,1
800,800,1440,80,1
800,800,1310,43,2
800,800,1355,41,2
800,800,1440,80,2
500,500,1000,43,1
500,500,1045,80,1
260,260,925,46,1
240,200,1150,41,1
200,260,1230,80,1
200,200,1500,41,1
200,200,1505,80,1
845,450,1445,80,1
260,450,800,11,1
450,360,1230,10,1
360,200,1600,41,1
200,260,1800,80,1
200,600,900,46,2
700,50,1630,52,2
50,200,1700,80,2
200,600,900,52,1
600,200,925,80,1
200,200,1030,41,7
200,200,1105,80,7
200,600,1210,51,1
700,50,1630,52,1
50,200,1700,80,1
180,140,1500,80,1
180,140,1500,80,2
140,140,900,41,7
140,140,930,80,7
240,240,1230,41,7
240,240,1300,41,7
240,240,1400,80,7
240,240,1700,51,1
240,240,1720,80,1
240,240,830,52,1
240,240,905,80,1
260,240,1020,41,3
240,260,1150,80,3
260,260,1515,46,6
260,260,1600,41,6
260,260,1625,41,6
260,260,1700,80,6
845,800,730,10,1
800,845,1620,80,1
845,845,755,10,1
845,845,1600,80,1
845,845,730,30,18
845,845,1500,80,18
845,845,720,30,7
845,845,1530,80,7
845,845,720,30,7
845,845,1530,80,7
140,560,515,10,1
560,140,1945,80,1
800,750,830,10,1
200,240,1150,51,1
240,200,1200,80,1
200,50,1325,43,1
50,200,1600,41,1
200,200,1630,80,1
200,50,1325,43,2
50,200,1600,41,2
200,200,1630,80,2
200,50,1740,46,1
50,200,1945,80,1
200,240,800,30,3
240,200,1200,80,2
200,50,1325,43,2
50,200,1600,41,2
200,200,1630,80,2
200,240,800,30,3
240,200,1200,80,2
200,50,1325,43,2
50,200,1600,41,2
200,200,1630,80,2
750,750,915,43,1
750,750,945,41,1
750,750,1010,80,1
750,240,1130,46,1
240,750,1505,80,1
750,750,1835,46,1
750,750,2130,80,1
350,300,930,43,1
300,350,1020,80,1
300,350,2015,80,1
350,300,705,30,18
300,350,1420,80,18
300,350,2015,80,2
350,300,745,30,18
300,350,1500,80,18
300,350,2015,80,2
700,700,900,41,7
700,50,1000,41,3
50,500,1130,41,3
500,700,1430,80,4
200,200,1030,41,1
200,200,1130,80,1
200,200,1910,41,1
200,200,2030,44,1
200,200,2100,52,1
200,200,2115,80,1
200,200,1345,44,1
200,200,1415,80,1
200,240,1430,41,2
240,200,1530,80,2
200,240,1430,41,1
240,200,1530,80,1
200,200,1605,41,1
200,200,1725,41,1
200,200,1850,80,1
200,50,720,20,1
50,200,1535,10,1
200,200,2315,80,1
200,240,810,30,3
240,200,1505,80,3
200,240,810,30,3
240,200,1505,80,3
625,625,1500,41,7
625,625,1530,80,7
625,800,1210,11,1
800,800,1330,41,1
800,800,1350,52,1
800,800,1430,51,1
800,625,1715,41,1
625,625,1750,80,1
625,800,1310,46,3
800,625,1715,41,2
625,625,1750,80,2
400,1,805,10,1
1,400,1745,80,1
400,180,400,10,1
180,400,1200,80,1
425,425,845,46,1
425,425,1300,80,1
425,180,615,10,1
180,425,1615,80,1
360,360,1230,41,1
360,425,1540,51,1
425,425,1550,41,1
425,425,1620,80,1
425,425,735,30,3
425,425,1415,44,3
425,425,1520,80,3
425,425,900,30,2
425,425,1550,41,2
425,425,1620,80,2
700,240,900,10,1
240,700,1700,80,1
200,200,815,46,7
200,200,850,80,7
200,360,930,10,1
360,200,1700,41,1
200,200,1725,80,1
200,200,1910,11,6
200,200,1930,80,1
200,200,800,10,6
200,200,1730,80,6
200,200,740,30,6
200,200,1435,80,6
200,200,815,46,7
200,200,850,80,7
200,200,905,30,7
200,200,1545,80,7
50,1,730,10,7
1,50,1630,80,7
50,1,2130,80,6
100,100,1000,44,9
100,100,1040,41,9
100,100,1115,80,9
100,100,1155,44,9
100,100,1230,80,9
200,260,720,43,1
260,100,815,10,1
100,200,1610,80,1
750,700,730,52,1
700,750,745,80,1
750,700,1515,52,1
700,750,1530,80,1
750,840,600,10,1
840,750,1500,80,1
750,840,730,30,18
840,750,1450,80,18
1,1,1225,46,7
1,1,1245,80,7
1,1,1715,41,7
1,1,1720,46,7
1,1,1830,80,7
400,425,2000,43,1
425,400,2015,80,1
650,625,730,10,6
625,800,915,43,3
800,625,1030,10,3
625,650,1600,41,6
650,650,1625,80,6
50,140,1320,41,1
140,50,1400,80,1
50,1,830,10,3
1,50,2030,80,3
500,500,1530,46,7
500,500,1730,80,1
500,500,1400,41,2
300,300,1400,41,1
300,300,1430,41,1
300,300,1500,41,1
300,100,1515,41,1
100,300,1600,80,1
840,840,1400,41,1
840,840,1500,80,1
650,1,400,43,1
1,650,529,80,1
650,700,830,10,1
700,650,2115,80,1
200,240,900,46,7
240,200,1015,80,7
200,50,1500,46,7
50,200,1630,80,7
50,200,2400,80,1
140,1,830,10,1
1,140,1720,80,1
140,140,1000,43,1
140,140,1200,80,1
50,180,945,41,1
180,50,1015,80,11
50,180,1540,41,11
180,50,1615,80,1
500,500,1740,52,1
500,500,1830,80,1
500,260,1200,41,1
260,500,1300,80,1
500,500,800,30,1
500,500,1700,80,1
500,500,800,30,2
500,500,1415,80,18
500,500,1715,44,1
500,500,1745,80,1
500,500,1715,44,2
500,500,1745,80,2
260,200,1700,41,1
200,240,1730,41,1
240,240,1830,41,1
240,260,1845,80,1
260,180,425,10,1
180,200,1310,44,1
200,260,1340,80,1
50,140,945,41,1
140,1,1300,12,1
1,50,2000,80,1
50,140,945,43,2
1,50,2000,80,2
500,500,1400,41,1
500,500,1130,43,1
500,500,1400,80,1
400,120,745,41,1
120,400,910,80,1
400,180,1800,46,1
180,400,2000,80,1
400,120,745,41,2
120,400,910,80,2
400,180,1800,46,2
180,400,2000,80,2
400,180,715,30,18
180,400,1430,80,18
400,180,1800,30,2
180,400,2000,80,2
400,180,715,30,18
180,400,1430,80,18
400,180,1800,30,2
180,400,2000,80,2
360,425,820,41,1
425,425,1445,44,1
425,360,1505,80,1
360,400,800,44,1
400,50,845,20,1
50,400,1500,51,1
400,450,1545,52,1
450,50,1615,20,1
50,360,2110,80,1
500,500,800,52,1
500,500,815,80,1
500,600,800,10,1
600,500,1604,80,1
500,500,800,30,3
120,120,1640,43,1
120,120,1720,41,1
120,120,1735,80,1
120,50,2130,46,1
50,120,2310,80,1
260,260,1440,46,1
260,260,1505,80,1
260,260,1015,43,1
260,260,1115,80,1
300,300,805,52,7
300,300,815,80,7
300,300,825,44,1
300,600,840,10,1
600,600,950,44,7
600,600,1010,10,7
600,600,1245,44,1
600,600,1255,10,1
600,300,1700,46,1
300,300,1805,80,1
300,300,805,52,7
300,300,815,80,7
300,300,930,10,1
300,300,1450,80,1
300,300,1510,51,7
300,300,1520,80,7
300,300,1655,52,1
300,300,1805,80,1
300,300,810,30,18
300,300,1505,80,18
300,300,1655,46,2
300,300,1805,80,2
200,200,1015,41,1
200,200,1050,80,1
200,200,1015,41,2
200,200,1050,80,2
240,240,1005,41,3
240,240,1100,80,3
240,260,1100,41,1
260,240,1300,80,1
425,180,715,41,1
180,425,945,80,1
240,260,935,10,1
260,260,1400,41,1
260,260,1420,10,1
260,240,1815,46,1
240,240,2200,80,1
425,425,900,30,7
425,425,1545,80,7
180,180,840,46,7
180,180,1030,80,7
140,180,1815,80,1
180,180,840,46,7
180,180,1020,80,7
180,140,1140,43,1
140,180,1330,80,1
560,240,630,44,1
240,240,710,10,1
240,560,1700,80,1
750,140,1200,41,1
140,750,1315,80,1
750,140,1200,41,2
140,750,1315,80,2
180,180,915,41,1
180,180,925,41,1
180,180,1005,80,1
625,625,1330,41,7
625,625,1430,41,7
625,625,1600,80,7
300,300,1000,41,1
300,300,1300,80,1
300,140,830,12,1
140,300,1500,51,1
300,300,1515,80,1
300,300,1145,10,1
300,300,2010,80,1
300,300,830,30,2
300,300,1510,80,2
840,820,700,52,1
820,840,725,80,1
840,800,1715,51,1
800,840,1740,80,1
840,625,700,30,3
625,840,1520,80,3
840,625,700,30,3
625,840,1520,80,3
840,820,700,30,2
820,800,1215,46,18
800,840,1740,80,2
840,840,720,30,18
840,840,1530,80,18
200,1,1200,80,6
1,50,1500,41,7
50,1,1530,80,7
1,50,1600,46,7
50,1,1800,80,7
1,1,1100,41,7
1,1,1200,80,7
1,50,1500,41,7
50,1,1530,80,7
1,50,1600,46,7
50,1,1800,80,7
260,140,1030,52,1
140,260,1100,80,1
260,140,1930,41,1
140,140,1950,51,1
140,260,2000,80,1
260,140,1030,10,2
140,260,2000,80,2
140,300,820,11,1
300,140,1130,80,1
425,140,2100,80,2
260,260,1515,46,1
260,260,1600,80,1
260,200,710,10,1
200,260,1710,80,1
360,450,915,46,1
450,360,1140,80,1
360,450,915,46,2
450,360,1140,80,2
100,560,2100,80,1
1,50,1115,46,1
50,1,1605,80,1
840,845,945,41,1
845,840,1000,80,1
840,700,430,10,2
700,840,1234,80,2
840,300,745,10,1
300,840,1800,80,1
840,300,745,10,2
300,840,1800,80,2
840,700,430,10,1
700,840,1630,80,1
360,360,1630,80,1
360,360,750,10,1
360,360,1635,80,1
350,300,700,11,1
300,350,830,80,1
350,840,1800,46,1
350,840,1800,46,2
350,300,1130,10,1
300,350,2030,80,1
300,300,1730,43,1
300,300,1800,80,1
300,140,715,10,1
140,300,1630,80,1
180,50,730,52,1
50,100,800,10,1
100,50,1630,51,1
50,180,1645,80,1
180,200,1730,46,2
200,180,2000,80,2
180,200,1700,46,1
200,180,2000,80,1
180,700,730,52,11
700,180,830,80,11
180,50,730,10,2
50,180,1645,80,2
180,140,640,30,5
140,180,1545,80,5
180,200,1700,46,2
200,180,2000,80,2
180,700,730,30,11
800,800,1000,41,1
800,800,1155,80,1
500,500,810,52,1
500,500,820,80,1
500,500,810,30,2
500,500,1500,80,7
500,500,810,30,2
500,500,1500,80,7
100,1,805,10,3
1,100,1645,80,7
100,100,1815,41,1
100,100,1845,80,1
100,140,1600,51,1
140,100,1610,80,1
100,50,820,30,3
50,100,1525,80,3
100,100,1815,41,2
100,100,1845,80,2
100,120,725,30,18
120,100,1440,80,18
425,425,905,41,1
425,425,1000,80,1
425,425,910,46,1
425,425,1035,80,1
360,400,630,43,1
400,360,810,80,1
360,400,1105,41,1
400,360,1200,80,1
360,360,1600,40,1
360,400,1615,44,1
400,360,1645,80,1
100,140,1100,43,1
140,100,1155,41,1
100,100,1300,80,1
500,240,725,10,1
240,500,1700,80,1
500,180,1020,10,1
180,500,2100,80,1
500,500,900,41,1
500,500,1000,41,1
500,500,1030,80,1
840,800,1030,41,1
800,800,1110,41,1
800,800,1120,41,7
800,800,1130,41,1
800,840,1205,80,1
120,50,800,10,1
50,120,1700,80,1
120,300,1030,11,1
300,240,1230,11,1
240,120,1430,80,1
140,50,1200,46,1
50,140,1310,41,1
140,140,1330,80,1
140,140,1730,80,1
500,200,1155,43,8
200,500,1755,80,8
425,200,400,46,1
200,425,530,80,1
425,200,1630,41,2
200,425,1715,80,1
425,200,1630,41,1
200,425,1700,80,1
425,425,800,30,7
425,425,1500,80,7
425,200,1630,41,2
200,425,1700,80,2
200,1,1900,44,1
1,200,1910,80,1
260,50,745,10,4
50,260,1700,80,4
260,200,900,40,1
200,200,945,40,1
200,260,1015,80,1
260,260,1515,80,1
200,260,1950,80,1
140,700,1420,80,2
450,425,1000,46,1
425,450,1140,80,1
180,180,1500,40,7
180,180,1505,80,7
180,100,640,10,1
100,140,1715,41,1
140,180,1750,41,1
180,180,1815,80,1
180,400,1025,10,1
400,180,1805,80,1
845,1,520,10,3
1,845,1500,80,3
300,140,700,41,1
140,140,815,41,7
140,140,905,41,7
140,300,1030,41,1
300,300,1130,41,1
300,300,1145,80,1
500,500,1400,41,1
500,500,1415,41,1
500,500,1515,41,7
500,500,1545,41,1
500,500,1610,80,1
180,180,1300,40,1
180,180,1330,80,1
180,140,1520,41,1
140,180,1600,80,1
300,300,800,44,1
300,140,820,10,1
300,300,1900,80,1
200,200,830,41,1
200,200,900,80,1
200,750,1300,46,1
750,200,1500,80,1
200,750,1300,46,2
750,200,1500,80,2
200,750,1300,46,2
750,200,1500,80,2
300,50,800,20,1
50,300,1430,80,1
300,300,730,30,2
300,300,1415,80,2
700,800,800,10,1
800,700,1700,80,1
700,700,800,10,1
700,700,1700,80,1
260,260,730,52,1
260,500,745,10,1
500,260,1630,51,1
260,260,1645,80,1
260,200,1810,46,1
200,260,1915,80,1
260,260,730,30,2
260,260,1645,80,2
260,200,1810,46,2
200,260,1915,80,2
300,300,1215,41,1
300,300,1245,80,1
360,450,1130,80,1
360,450,1130,80,2
260,500,1600,44,2
500,260,2000,80,2
260,260,810,52,7
260,260,820,80,7
260,260,830,46,1
260,260,1100,80,1
260,260,1450,51,7
260,260,1500,80,7
260,260,810,30,7
260,260,1500,80,7
100,180,630,11,1
180,100,1500,80,1
100,100,815,52,7
100,100,830,80,7
100,50,825,30,3
50,100,1600,80,3
100,100,815,30,7
100,100,1515,80,7
50,200,700,10,6
200,50,1700,80,6
50,260,800,43,1
260,50,900,80,1
50,50,1600,40,7
50,50,1605,80,7
300,600,810,10,6
600,600,1205,44,7
600,600,1220,10,7
600,300,1610,80,6
300,300,1750,44,2
300,300,1930,46,7
300,300,2240,80,11
300,300,1000,46,1
300,300,1125,41,1
300,300,1150,80,1
300,300,1330,44,1
300,300,1500,80,1
300,300,1750,44,2
300,300,1930,46,7
300,300,2230,80,11
300,300,1615,46,1
300,300,1745,80,1
300,300,1750,52,1
300,300,1800,80,1
300,300,2430,80,2
300,100,740,10,1
100,300,1500,11,1
300,300,2000,80,1
180,180,1130,41,2
180,180,1400,44,2
180,180,1500,80,2
500,500,1045,46,1
500,500,1230,80,1
180,180,1030,46,1
180,180,1300,44,1
180,300,1500,80,1
180,180,1030,46,2
180,180,1200,44,2
180,300,1500,80,2
350,200,700,10,1
200,140,1630,41,1
140,350,1715,80,1
350,350,630,12,1
350,350,1730,80,1
100,120,550,10,3
120,120,1510,41,3
120,100,1615,80,3
750,625,745,10,1
625,650,1625,41,1
650,750,1700,80,1
750,200,630,10,1
200,750,1500,80,1
750,50,530,10,1
50,750,1500,80,1
625,800,1300,80,1
625,800,1300,80,2
100,1,700,10,3
1,100,1530,80,5
360,400,730,43,1
400,360,815,80,1
50,1,1430,41,7
1,50,1500,43,7
50,50,1510,46,7
50,50,1722,80,7
50,50,1300,52,7
50,50,1310,41,7
50,50,1405,80,7
300,200,1320,43,1
200,300,1435,41,1
300,300,1530,80,1
140,240,1500,80,1
300,300,1330,41,1
300,300,1430,80,1
300,300,1330,41,2
300,300,1430,80,2
500,500,1000,41,1
500,500,1030,41,1
500,500,1115,80,1
500,560,730,30,18
560,500,1430,80,18
260,260,1500,41,1
260,260,1610,80,1
200,200,1500,44,2
200,200,1510,80,2
200,200,1500,44,1
200,200,1510,80,1
700,50,930,52,1
50,700,1500,80,1
700,50,1830,51,1
50,700,1930,80,1
700,50,930,10,2
50,700,1930,80,2
100,100,2130,80,7
100,50,1930,46,1
50,100,2130,80,1
200,240,1100,41,1
200,240,1620,46,7
240,200,1640,80,7
50,1,810,10,1
1,50,1835,41,1
50,50,1910,80,1
50,50,1730,44,7
50,50,2300,80,11
300,140,640,10,1
140,300,1555,40,1
300,300,1630,80,1
300,140,710,30,18
140,300,1535,80,18
300,300,640,30,3
300,300,1435,80,5
300,300,740,43,1
300,300,1015,51,1
300,300,1030,41,1
300,300,1045,44,1
300,300,1300,52,1
300,300,1315,80,1
240,50,2030,51,1
50,50,2045,44,1
50,50,2400,52,1
50,240,2420,80,1
240,240,645,10,6
240,240,1415,80,6
240,50,2030,51,2
50,50,2045,44,2
50,50,2400,52,2
50,240,2420,80,2
260,200,745,44,2
200,200,830,41,2
200,260,1000,80,2
260,200,1700,51,1
200,260,1725,80,1
260,200,745,44,1
200,200,830,41,1
200,260,1000,80,1
350,300,800,43,1
300,120,1000,41,1
120,140,1200,41,2
140,300,1400,41,2
300,350,1500,80,2
350,300,800,43,2
300,140,1200,41,1
140,300,1300,41,1
300,350,1500,80,1
500,500,1300,46,1
500,500,1400,41,1
500,260,1410,41,1
260,260,1450,41,1
260,260,1515,41,1
260,260,1530,46,1
260,500,1545,80,1
500,560,1300,46,2
560,500,1400,41,2
500,260,1410,41,2
260,260,1450,41,2
